user_id,recency_days,frequency,monetary_value,total_events,view_count,cart_count,cart_abandonment_rate,avg_session_duration,purchase_recency_days,churned,churn_probability,risk_level,segment
U01101,34,0,0.0,6,6,0,1.0,7.72,64,1,0.9998,High,Churned
U01102,1,14,1231.91,53,32,7,0.0,9.68,19,0,0.0002,Low,At-Risk Spenders
U01103,23,56,7157.3,195,31,108,0.4814814814814815,8.53,23,0,0.0002,Low,High-Value Loyalists
U01104,1,12,844.4,64,34,18,0.3333333333333333,9.37,4,0,0.0002,Low,At-Risk Spenders
U01105,26,22,3199.52,81,21,38,0.4210526315789473,7.83,26,0,0.0002,Low,At-Risk Spenders
U01106,7,0,0.0,24,21,3,1.0,10.33,37,0,0.0002,Low,Casual Browsers
U01107,22,46,6818.83,155,29,80,0.425,8.45,23,0,0.0002,Low,High-Value Loyalists
U01108,3,1,23.57,26,24,1,0.0,6.43,91,0,0.0008,Low,At-Risk Spenders
U01109,29,0,0.0,17,12,5,1.0,5.62,59,0,0.0003,Low,Casual Browsers
U01110,10,3,85.89,29,24,2,0.0,7.47,68,0,0.0004,Low,At-Risk Spenders
U01111,22,0,0.0,10,9,1,1.0,5.35,52,0,0.0002,Low,Casual Browsers
U01112,27,10,703.81,45,24,11,0.0909090909090909,7.03,46,0,0.0006,Low,At-Risk Spenders
U01113,7,13,758.19,56,27,16,0.1875,8.0,44,0,0.0006,Low,At-Risk Spenders
U01114,24,1,21.79,10,7,2,0.5,10.05,165,0,0.0008,Low,At-Risk Spenders
U01115,28,0,0.0,13,9,4,1.0,7.4,58,0,0.0003,Low,Casual Browsers
U01116,23,12,1086.85,66,32,22,0.4545454545454546,7.11,33,0,0.0005,Low,At-Risk Spenders
U01117,44,1,17.07,16,14,1,0.0,9.24,90,1,0.9995,High,Churned
U01118,26,1,50.18,11,9,1,0.0,10.05,149,0,0.0008,Low,At-Risk Spenders
U01119,10,2,75.3,16,11,3,0.3333333333333333,4.7,10,0,0.0002,Low,At-Risk Spenders
U01120,82,0,0.0,11,9,2,1.0,6.57,112,1,0.9998,High,Churned
U01121,8,17,1120.95,77,39,21,0.1904761904761904,8.38,8,0,0.0002,Low,At-Risk Spenders
U01122,12,3,66.7,21,18,0,1.0,5.5,35,0,0.0003,Low,Casual Browsers
U01123,24,2,83.1,23,20,1,0.0,10.83,104,0,0.0008,Low,At-Risk Spenders
U01124,25,48,7003.73,182,34,100,0.52,7.26,25,0,0.0002,Low,High-Value Loyalists
U01125,2,1,17.58,19,14,4,0.75,7.17,83,0,0.0007,Low,Casual Browsers
U01126,3,0,0.0,14,14,0,1.0,4.7,33,0,0.0002,Low,Casual Browsers
U01127,73,0,0.0,10,10,0,1.0,12.79,103,1,0.9998,High,Churned
U01128,5,5,284.49,32,19,8,0.375,8.52,33,0,0.0004,Low,At-Risk Spenders
U01129,3,3,83.96,29,23,3,0.0,8.53,8,0,0.0002,Low,At-Risk Spenders
U01130,29,0,0.0,17,14,3,1.0,9.06,59,0,0.0003,Low,Casual Browsers
U01131,12,2,67.92,11,7,2,0.0,8.07,12,0,0.0002,Low,At-Risk Spenders
U01132,22,0,0.0,8,8,0,1.0,7.74,52,0,0.0002,Low,Casual Browsers
U01133,49,8,633.99,55,24,23,0.6521739130434783,8.55,80,1,0.9998,High,Churned
U01134,29,7,616.86,60,29,24,0.7083333333333333,8.2,29,0,0.0002,Low,At-Risk Spenders
U01135,29,4,111.98,23,18,1,0.0,9.8,29,0,0.0002,Low,At-Risk Spenders
U01136,93,39,6525.37,128,26,63,0.3809523809523809,7.51,94,1,0.9998,High,Churned
U01137,4,1,50.28,21,19,1,0.0,6.3,165,0,0.0008,Low,At-Risk Spenders
U01138,29,0,0.0,25,23,2,1.0,5.07,59,0,0.0003,Low,Casual Browsers
U01139,6,3,246.1,34,20,11,0.7272727272727273,8.57,29,0,0.0002,Low,Casual Browsers
U01140,27,2,68.24,18,12,4,0.5,11.16,78,0,0.0005,Low,At-Risk Spenders
U01141,15,1,41.05,29,24,4,0.75,10.45,42,0,0.0004,Low,Casual Browsers
U01142,24,22,3509.35,99,16,61,0.639344262295082,7.89,24,0,0.0002,Low,High-Value Loyalists
U01143,14,39,5424.0,128,30,59,0.3389830508474576,9.14,16,0,0.0002,Low,High-Value Loyalists
U01144,23,0,0.0,12,12,0,1.0,8.33,53,0,0.0002,Low,Casual Browsers
U01145,0,9,624.49,39,17,13,0.3076923076923077,8.76,32,0,0.0004,Low,At-Risk Spenders
U01146,9,40,5724.65,130,21,69,0.4202898550724637,7.45,10,0,0.0002,Low,High-Value Loyalists
U01147,29,2,43.48,20,16,2,0.0,8.5,30,0,0.0002,Low,At-Risk Spenders
U01148,6,12,878.94,67,36,19,0.368421052631579,7.18,53,0,0.0008,Low,At-Risk Spenders
U01149,1,2,75.92,24,20,2,0.0,7.61,112,0,0.0008,Low,At-Risk Spenders
U01150,17,42,5666.33,157,31,84,0.5,8.73,18,0,0.0002,Low,High-Value Loyalists
U01151,29,11,793.54,41,19,11,0.0,8.34,49,0,0.0006,Low,At-Risk Spenders
U01152,0,2,105.48,24,20,2,0.0,8.06,128,0,0.0009,Low,At-Risk Spenders
U01153,22,8,512.46,49,30,11,0.2727272727272727,6.65,24,0,0.0002,Low,At-Risk Spenders
U01154,10,1,43.1,21,17,3,0.6666666666666667,4.97,88,0,0.0007,Low,Casual Browsers
U01155,22,4,386.13,30,15,11,0.6363636363636364,6.84,89,0,0.0013,Low,Casual Browsers
U01156,12,0,0.0,8,8,0,1.0,8.06,42,0,0.0002,Low,Casual Browsers
U01157,5,4,107.68,28,20,4,0.0,8.36,8,0,0.0002,Low,At-Risk Spenders
U01158,22,38,5271.52,120,18,64,0.40625,8.76,28,0,0.0002,Low,High-Value Loyalists
U01159,14,1,52.34,13,10,2,0.5,7.92,30,0,0.0002,Low,At-Risk Spenders
U01160,50,2,43.45,28,21,5,0.6,10.21,87,1,0.9995,High,Churned
U01161,11,1,31.48,17,12,4,0.75,6.98,116,0,0.0008,Low,Casual Browsers
U01162,61,12,916.17,56,22,22,0.4545454545454546,8.49,97,1,0.9998,High,Churned
U01163,9,1,28.76,14,10,3,0.6666666666666667,6.14,103,0,0.0008,Low,Casual Browsers
U01164,2,1,20.68,22,16,5,0.8,8.2,16,0,0.0002,Low,Casual Browsers
U01165,10,3,89.3,23,15,5,0.4,6.26,61,0,0.0004,Low,At-Risk Spenders
U01166,0,0,0.0,5,5,0,1.0,7.76,30,0,0.0002,Low,Casual Browsers
U01167,12,4,182.5,14,8,2,0.0,10.98,21,0,0.0002,Low,At-Risk Spenders
U01168,21,12,783.1,67,32,23,0.4782608695652174,7.92,26,0,0.0002,Low,At-Risk Spenders
U01169,54,14,910.69,62,33,15,0.0666666666666666,7.71,62,1,0.9997,High,Churned
U01170,9,4,460.26,45,28,13,0.6923076923076923,8.46,21,0,0.0002,Low,Casual Browsers
U01171,5,0,0.0,14,14,0,1.0,6.9,35,0,0.0002,Low,Casual Browsers
U01172,8,1,23.6,11,9,1,0.0,7.5,88,0,0.0007,Low,At-Risk Spenders
U01173,19,2,46.27,28,22,4,0.5,6.2,36,0,0.0004,Low,At-Risk Spenders
U01174,12,47,6640.0,134,17,70,0.3285714285714286,6.68,12,0,0.0002,Low,High-Value Loyalists
U01175,18,2,66.59,17,11,4,0.5,7.62,60,0,0.0004,Low,At-Risk Spenders
U01176,10,0,0.0,18,14,4,1.0,9.35,40,0,0.0002,Low,Casual Browsers
U01177,24,0,0.0,19,17,2,1.0,10.81,54,0,0.0003,Low,Casual Browsers
U01178,101,0,0.0,10,9,1,1.0,8.86,131,1,0.9998,High,Churned
U01179,21,1,7.33,7,5,1,0.0,7.26,111,0,0.0008,Low,At-Risk Spenders
U01180,1,1,26.64,4,3,0,1.0,6.38,112,0,0.0007,Low,Casual Browsers
U01181,16,56,8144.36,164,24,84,0.3333333333333333,7.52,17,0,0.0002,Low,High-Value Loyalists
U01182,14,6,271.98,32,14,12,0.5,8.0,77,0,0.0014,Low,At-Risk Spenders
U01183,14,1,29.21,25,17,7,0.8571428571428572,9.35,37,0,0.0003,Low,Casual Browsers
U01184,24,47,5753.61,168,28,93,0.4946236559139785,9.9,25,0,0.0002,Low,High-Value Loyalists
U01185,67,17,1127.24,74,34,23,0.2608695652173913,7.26,72,1,0.9997,High,Churned
U01186,4,1,32.37,9,7,1,0.0,6.22,100,0,0.0007,Low,At-Risk Spenders
U01187,18,0,0.0,13,12,1,1.0,6.65,48,0,0.0002,Low,Casual Browsers
U01188,97,4,392.86,30,18,8,0.5,9.55,99,1,0.9997,High,Churned
U01189,11,0,0.0,7,7,0,1.0,12.06,41,0,0.0002,Low,Casual Browsers
U01190,24,7,571.39,62,31,24,0.7083333333333333,8.17,37,0,0.0004,Low,At-Risk Spenders
U01191,67,2,32.92,24,21,1,0.0,6.97,126,1,0.9995,High,Churned
U01192,14,0,0.0,9,9,0,1.0,11.61,44,0,0.0002,Low,Casual Browsers
U01193,24,10,614.09,57,27,20,0.5,6.8,27,0,0.0002,Low,At-Risk Spenders
U01194,8,0,0.0,8,7,1,1.0,5.29,38,0,0.0002,Low,Casual Browsers
U01195,98,0,0.0,3,2,1,1.0,8.3,128,1,0.9998,High,Churned
U01196,3,0,0.0,12,12,0,1.0,7.68,33,0,0.0002,Low,Casual Browsers
U01197,2,9,445.58,36,11,16,0.4375,8.29,2,0,0.0002,Low,At-Risk Spenders
U01198,18,2,62.62,14,10,2,0.0,8.26,42,0,0.0003,Low,At-Risk Spenders
U01199,29,2,99.96,14,10,2,0.0,5.45,29,0,0.0002,Low,At-Risk Spenders
U01200,53,0,0.0,19,16,3,1.0,8.49,83,1,0.9998,High,Churned
U01201,22,4,439.09,57,30,23,0.8260869565217391,6.6,62,0,0.0007,Low,Casual Browsers
U01202,42,6,375.76,48,25,17,0.6470588235294117,7.71,57,1,0.9995,High,Churned
U01203,33,6,170.74,29,17,6,0.0,9.2,33,1,0.999,High,Churned
U01204,22,1,85.96,11,9,1,0.0,10.06,44,0,0.0003,Low,At-Risk Spenders
U01205,14,1,15.79,24,18,5,0.8,9.81,162,0,0.0008,Low,Casual Browsers
U01206,28,2,48.1,13,10,1,0.0,6.85,94,0,0.0008,Low,At-Risk Spenders
U01207,2,48,6316.08,135,22,65,0.2615384615384615,6.87,4,0,0.0002,Low,High-Value Loyalists
U01208,8,2,40.97,13,10,1,0.0,6.64,90,0,0.0008,Low,At-Risk Spenders
U01209,9,3,83.32,13,10,0,1.0,8.75,31,0,0.0002,Low,Casual Browsers
U01210,13,0,0.0,9,9,0,1.0,7.76,43,0,0.0002,Low,Casual Browsers
U01211,7,1,106.07,16,11,4,0.75,9.11,123,0,0.0009,Low,Casual Browsers
U01212,3,2,22.76,29,18,9,0.7777777777777778,7.67,140,0,0.0008,Low,Casual Browsers
U01213,20,3,72.87,16,10,3,0.0,8.94,57,0,0.0005,Low,At-Risk Spenders
U01214,1,12,588.65,49,22,15,0.1999999999999999,9.53,8,0,0.0002,Low,At-Risk Spenders
U01215,0,6,337.31,41,22,13,0.5384615384615384,10.22,0,0,0.0002,Low,At-Risk Spenders
U01216,7,0,0.0,25,22,3,1.0,6.45,37,0,0.0002,Low,Casual Browsers
U01217,117,0,0.0,11,10,1,1.0,6.91,147,1,0.9998,High,Churned
U01218,3,4,117.09,25,15,6,0.3333333333333333,8.42,147,0,0.0013,Low,At-Risk Spenders
U01219,2,1,52.04,27,22,4,0.75,7.83,94,0,0.0008,Low,Casual Browsers
U01220,10,2,99.21,19,16,1,0.0,5.35,49,0,0.0004,Low,At-Risk Spenders
U01221,8,8,390.09,44,20,16,0.5,8.65,29,0,0.0002,Low,At-Risk Spenders
U01222,26,1,38.05,19,15,3,0.6666666666666667,7.0,26,0,0.0002,Low,Casual Browsers
U01223,17,0,0.0,8,8,0,1.0,15.65,47,0,0.0002,Low,Casual Browsers
U01224,8,0,0.0,7,7,0,1.0,12.47,38,0,0.0002,Low,Casual Browsers
U01225,25,0,0.0,18,15,3,1.0,6.68,55,0,0.0003,Low,Casual Browsers
U01226,25,1,35.7,15,12,2,0.5,7.11,54,0,0.0005,Low,At-Risk Spenders
U01227,26,8,471.07,69,41,20,0.6,7.78,39,0,0.0004,Low,At-Risk Spenders
U01228,15,3,82.77,16,12,1,0.0,7.11,59,0,0.0005,Low,At-Risk Spenders
U01229,5,53,7616.81,153,19,81,0.345679012345679,8.4,5,0,0.0002,Low,High-Value Loyalists
U01230,25,0,0.0,18,16,2,1.0,4.87,55,0,0.0002,Low,Casual Browsers
U01231,7,1,46.02,13,12,0,1.0,5.22,170,0,0.0008,Low,Casual Browsers
U01232,18,10,595.64,42,20,12,0.1666666666666666,5.47,28,0,0.0002,Low,At-Risk Spenders
U01233,23,21,1335.98,78,32,25,0.16,9.1,26,0,0.0002,Low,At-Risk Spenders
U01234,109,2,188.41,27,18,7,0.7142857142857143,8.44,109,1,0.9996,High,Churned
U01235,0,0,0.0,14,14,0,1.0,6.28,30,0,0.0002,Low,Casual Browsers
U01236,23,16,1305.56,75,34,25,0.36,8.58,32,0,0.0004,Low,At-Risk Spenders
U01237,11,0,0.0,14,14,0,1.0,5.32,41,0,0.0002,Low,Casual Browsers
U01238,4,10,737.85,61,29,22,0.5454545454545454,7.86,30,0,0.0002,Low,At-Risk Spenders
U01239,20,11,677.74,39,13,15,0.2666666666666667,7.33,24,0,0.0002,Low,At-Risk Spenders
U01240,11,0,0.0,13,13,0,1.0,10.2,41,0,0.0002,Low,Casual Browsers
U01241,19,5,330.66,28,20,3,0.0,7.25,33,0,0.0003,Low,At-Risk Spenders
U01242,1,4,92.24,20,15,1,0.0,7.62,1,0,0.0002,Low,At-Risk Spenders
U01243,10,11,517.31,50,20,19,0.4210526315789473,7.61,10,0,0.0002,Low,At-Risk Spenders
U01244,17,0,0.0,9,9,0,1.0,6.59,47,0,0.0002,Low,Casual Browsers
U01245,16,2,23.69,18,13,3,0.3333333333333333,6.61,39,0,0.0003,Low,At-Risk Spenders
U01246,26,47,6710.02,160,19,94,0.5,7.88,26,0,0.0002,Low,High-Value Loyalists
U01247,46,0,0.0,9,8,1,1.0,6.66,76,1,0.9998,High,Churned
U01248,31,63,9330.67,199,25,111,0.4324324324324324,7.97,31,1,0.9992,High,Churned
U01249,19,3,93.77,21,16,2,0.0,9.88,151,0,0.0008,Low,At-Risk Spenders
U01250,15,11,772.15,69,35,23,0.5217391304347826,8.88,36,0,0.0005,Low,At-Risk Spenders
U01251,21,4,111.72,27,20,3,0.0,10.71,21,0,0.0002,Low,At-Risk Spenders
U01252,7,0,0.0,3,2,1,1.0,4.13,37,0,0.0002,Low,Casual Browsers
U01253,103,3,109.04,21,16,2,0.0,8.71,160,1,0.9996,High,Churned
U01254,113,0,0.0,5,5,0,1.0,11.44,143,1,0.9998,High,Churned
U01255,8,0,0.0,11,11,0,1.0,6.22,38,0,0.0002,Low,Casual Browsers
U01256,20,0,0.0,12,12,0,1.0,8.89,50,0,0.0002,Low,Casual Browsers
U01257,19,20,1183.94,75,34,21,0.0476190476190476,7.83,34,0,0.0005,Low,At-Risk Spenders
U01258,1,0,0.0,11,11,0,1.0,7.24,31,0,0.0002,Low,Casual Browsers
U01259,106,13,634.57,72,36,23,0.4347826086956522,8.1,106,1,0.9998,High,Churned
U01260,7,64,9292.01,194,27,103,0.3786407766990292,8.18,7,0,0.0002,Low,High-Value Loyalists
U01261,22,0,0.0,12,12,0,1.0,8.11,52,0,0.0002,Low,Casual Browsers
U01262,3,0,0.0,10,10,0,1.0,14.53,33,0,0.0002,Low,Casual Browsers
U01263,4,6,391.88,41,25,10,0.4,8.0,22,0,0.0002,Low,At-Risk Spenders
U01264,24,9,730.18,46,21,16,0.4375,8.92,24,0,0.0002,Low,At-Risk Spenders
U01265,44,0,0.0,14,14,0,1.0,10.37,74,1,0.9998,High,Churned
U01266,31,7,529.41,53,28,18,0.6111111111111112,6.38,51,1,0.9993,High,Churned
U01267,17,6,383.91,31,19,6,0.0,7.52,18,0,0.0002,Low,At-Risk Spenders
U01268,7,32,4210.55,122,24,66,0.5151515151515151,7.54,16,0,0.0002,Low,High-Value Loyalists
U01269,10,2,63.34,25,19,4,0.5,7.55,73,0,0.0005,Low,At-Risk Spenders
U01270,26,0,0.0,15,13,2,1.0,9.21,56,0,0.0003,Low,Casual Browsers
U01271,10,2,83.49,13,9,2,0.0,6.89,118,0,0.0008,Low,At-Risk Spenders
U01272,16,1,25.69,5,2,2,0.5,10.3,16,0,0.0002,Low,At-Risk Spenders
U01273,18,0,0.0,12,12,0,1.0,8.72,48,0,0.0002,Low,Casual Browsers
U01274,60,6,292.61,43,20,17,0.6470588235294117,7.72,60,1,0.9996,High,Churned
U01275,10,0,0.0,7,7,0,1.0,5.87,40,0,0.0002,Low,Casual Browsers
U01276,91,9,666.57,42,14,19,0.5263157894736843,6.47,92,1,0.9997,High,Churned
U01277,6,13,949.49,74,40,21,0.3809523809523809,7.76,7,0,0.0002,Low,At-Risk Spenders
U01278,23,1,16.0,10,9,0,1.0,5.61,83,0,0.0007,Low,Casual Browsers
U01279,76,0,0.0,11,11,0,1.0,5.08,106,1,0.9998,High,Churned
U01280,20,0,0.0,10,9,1,1.0,10.82,50,0,0.0002,Low,Casual Browsers
U01281,15,0,0.0,6,5,1,1.0,6.97,45,0,0.0002,Low,Casual Browsers
U01282,2,5,274.57,33,15,13,0.6153846153846154,10.16,3,0,0.0002,Low,At-Risk Spenders
U01283,9,2,160.05,11,9,0,1.0,10.94,9,0,0.0002,Low,Casual Browsers
U01284,57,11,569.52,50,27,12,0.0833333333333333,5.67,71,1,0.9997,High,Churned
U01285,2,3,138.5,13,7,3,0.0,8.11,13,0,0.0002,Low,At-Risk Spenders
U01286,15,52,7022.42,178,33,93,0.4408602150537635,7.02,23,0,0.0002,Low,High-Value Loyalists
U01287,60,10,550.56,70,39,21,0.5238095238095238,9.33,67,1,0.9997,High,Churned
U01288,20,10,583.46,75,36,29,0.6551724137931034,7.95,31,0,0.0003,Low,At-Risk Spenders
U01289,52,0,0.0,7,7,0,1.0,12.17,82,1,0.9998,High,Churned
U01290,48,7,342.61,37,16,14,0.5,6.41,49,1,0.9993,High,Churned
U01291,19,3,66.73,27,17,7,0.5714285714285714,8.74,130,0,0.0008,Low,At-Risk Spenders
U01292,93,0,0.0,9,9,0,1.0,4.94,123,1,0.9998,High,Churned
U01293,23,2,53.69,14,10,2,0.0,8.91,100,0,0.0008,Low,At-Risk Spenders
U01294,7,2,68.72,14,9,3,0.3333333333333333,7.54,125,0,0.0008,Low,At-Risk Spenders
U01295,20,0,0.0,6,6,0,1.0,9.97,50,0,0.0002,Low,Casual Browsers
U01296,13,16,904.99,53,20,17,0.0588235294117647,7.45,18,0,0.0002,Low,At-Risk Spenders
U01297,19,3,104.71,14,8,3,0.0,11.51,56,0,0.0005,Low,At-Risk Spenders
U01298,110,2,86.97,22,16,4,0.5,7.09,149,1,0.9996,High,Churned
U01299,25,0,0.0,3,3,0,1.0,6.83,55,0,0.0003,Low,Casual Browsers
U01300,6,3,69.2,26,21,2,0.0,8.44,38,0,0.0003,Low,At-Risk Spenders
U01301,54,12,588.6,60,26,22,0.4545454545454546,7.34,54,1,0.9995,High,Churned
U01302,16,12,1076.1,64,35,17,0.2941176470588235,8.72,18,0,0.0002,Low,At-Risk Spenders
U01303,59,14,767.08,68,29,25,0.4399999999999999,7.42,68,1,0.9997,High,Churned
U01304,24,0,0.0,13,12,1,1.0,8.11,54,0,0.0002,Low,Casual Browsers
U01305,27,3,115.21,27,20,4,0.25,7.04,42,0,0.0003,Low,At-Risk Spenders
U01306,2,1,24.17,11,9,1,0.0,8.37,141,0,0.0008,Low,At-Risk Spenders
U01307,26,0,0.0,12,11,1,1.0,7.5,56,0,0.0003,Low,Casual Browsers
U01308,4,0,0.0,18,15,3,1.0,10.77,34,0,0.0002,Low,Casual Browsers
U01309,0,1,10.83,20,16,3,0.6666666666666667,11.78,175,0,0.0006,Low,Casual Browsers
U01310,9,3,121.74,14,10,1,0.0,9.31,88,0,0.0009,Low,At-Risk Spenders
U01311,56,0,0.0,14,14,0,1.0,7.3,86,1,0.9998,High,Churned
U01312,9,1,29.82,11,7,3,0.6666666666666667,10.05,94,0,0.0007,Low,Casual Browsers
U01313,12,14,1060.63,46,14,18,0.2222222222222222,5.73,12,0,0.0002,Low,At-Risk Spenders
U01314,25,1,27.55,17,16,0,1.0,6.59,39,0,0.0003,Low,Casual Browsers
U01315,3,0,0.0,5,5,0,1.0,5.96,33,0,0.0002,Low,Casual Browsers
U01316,1,55,9231.24,182,30,97,0.4329896907216495,8.32,1,0,0.0002,Low,High-Value Loyalists
U01317,8,39,6145.71,138,19,80,0.5125,9.36,8,0,0.0002,Low,High-Value Loyalists
U01318,23,15,977.02,72,35,22,0.3181818181818182,8.88,35,0,0.0006,Low,At-Risk Spenders
U01319,36,5,371.96,38,18,15,0.6666666666666667,9.01,39,1,0.9991,High,Churned
U01320,63,1,11.62,13,12,0,1.0,7.98,79,1,0.9995,High,Churned
U01321,26,1,18.71,22,18,3,0.6666666666666667,9.17,144,0,0.0008,Low,Casual Browsers
U01322,8,1,54.95,33,19,13,0.9230769230769232,6.85,137,0,0.0008,Low,Casual Browsers
U01323,1,1,9.03,16,12,3,0.6666666666666667,6.31,51,0,0.0003,Low,Casual Browsers
U01324,11,13,899.85,60,27,20,0.35,6.8,21,0,0.0002,Low,At-Risk Spenders
U01325,20,17,1122.68,67,30,20,0.15,9.11,30,0,0.0002,Low,At-Risk Spenders
U01326,14,60,9049.7,192,22,110,0.4545454545454546,7.48,21,0,0.0002,Low,High-Value Loyalists
U01327,29,8,279.87,33,16,9,0.1111111111111111,8.21,29,0,0.0002,Low,At-Risk Spenders
U01328,23,10,667.34,49,24,15,0.3333333333333333,7.8,23,0,0.0002,Low,At-Risk Spenders
U01329,11,2,118.89,16,10,4,0.5,4.89,11,0,0.0002,Low,At-Risk Spenders
U01330,12,1,15.73,10,9,0,1.0,9.7,166,0,0.0008,Low,Casual Browsers
U01331,18,0,0.0,9,8,1,1.0,10.79,48,0,0.0002,Low,Casual Browsers
U01332,1,53,7428.88,186,28,105,0.4952380952380952,7.96,2,0,0.0002,Low,High-Value Loyalists
U01333,4,0,0.0,12,11,1,1.0,7.5,34,0,0.0002,Low,Casual Browsers
U01334,2,0,0.0,7,7,0,1.0,6.41,32,0,0.0002,Low,Casual Browsers
U01335,17,0,0.0,12,10,2,1.0,9.24,47,0,0.0002,Low,Casual Browsers
U01336,18,33,4663.91,178,36,109,0.6972477064220184,7.99,18,0,0.0002,Low,High-Value Loyalists
U01337,11,0,0.0,3,3,0,1.0,4.87,41,0,0.0002,Low,Casual Browsers
U01338,4,14,1248.05,67,29,24,0.4166666666666666,8.0,4,0,0.0002,Low,At-Risk Spenders
U01339,96,13,1034.38,75,36,26,0.5,7.87,102,1,0.9998,High,Churned
U01340,102,4,254.62,42,23,15,0.7333333333333334,8.49,118,1,0.9996,High,Churned
U01341,26,0,0.0,12,12,0,1.0,13.04,56,0,0.0003,Low,Casual Browsers
U01342,13,8,446.97,53,26,19,0.5789473684210527,6.22,26,0,0.0002,Low,At-Risk Spenders
U01343,26,0,0.0,14,12,2,1.0,9.06,56,0,0.0003,Low,Casual Browsers
U01344,17,7,655.35,63,34,22,0.6818181818181819,8.22,22,0,0.0002,Low,At-Risk Spenders
U01345,23,0,0.0,12,12,0,1.0,6.88,53,0,0.0002,Low,Casual Browsers
U01346,16,16,736.3,74,37,21,0.2380952380952381,8.3,68,0,0.0014,Low,At-Risk Spenders
U01347,8,13,857.53,75,42,20,0.35,7.36,8,0,0.0002,Low,At-Risk Spenders
U01348,25,14,793.14,73,29,30,0.5333333333333333,7.4,45,0,0.0007,Low,At-Risk Spenders
U01349,12,1,44.56,11,9,1,0.0,9.25,128,0,0.0008,Low,At-Risk Spenders
U01350,52,1,28.4,12,9,2,0.5,10.43,111,1,0.9995,High,Churned
U01351,8,60,8893.26,173,20,93,0.3548387096774194,8.14,8,0,0.0002,Low,High-Value Loyalists
U01352,18,2,56.09,12,7,3,0.3333333333333333,8.02,29,0,0.0002,Low,At-Risk Spenders
U01353,11,63,8906.32,184,27,94,0.3297872340425531,8.75,11,0,0.0002,Low,High-Value Loyalists
U01354,5,12,822.08,58,25,21,0.4285714285714286,8.36,9,0,0.0002,Low,At-Risk Spenders
U01355,22,0,0.0,19,16,3,1.0,5.81,52,0,0.0002,Low,Casual Browsers
U01356,5,48,6775.33,140,27,65,0.2615384615384615,8.06,9,0,0.0002,Low,High-Value Loyalists
U01357,12,5,308.79,39,21,13,0.6153846153846154,8.41,12,0,0.0002,Low,At-Risk Spenders
U01358,29,2,93.1,22,20,0,1.0,8.17,36,0,0.0003,Low,Casual Browsers
U01359,1,10,743.1,70,34,26,0.6153846153846154,8.54,22,0,0.0002,Low,At-Risk Spenders
U01360,18,1,11.67,11,9,1,0.0,5.31,93,0,0.0007,Low,At-Risk Spenders
U01361,27,2,51.21,25,20,3,0.3333333333333333,7.94,42,0,0.0003,Low,At-Risk Spenders
U01362,5,5,226.87,40,21,14,0.6428571428571428,9.31,16,0,0.0002,Low,At-Risk Spenders
U01363,1,10,675.3,54,27,17,0.4117647058823529,8.72,1,0,0.0002,Low,At-Risk Spenders
U01364,3,60,9066.24,197,28,109,0.4495412844036697,8.84,3,0,0.0002,Low,High-Value Loyalists
U01365,10,0,0.0,13,12,1,1.0,11.12,40,0,0.0002,Low,Casual Browsers
U01366,89,3,146.53,26,21,2,0.0,6.24,91,1,0.9996,High,Churned
U01367,10,16,960.89,35,12,7,0.0,7.25,10,0,0.0002,Low,At-Risk Spenders
U01368,15,0,0.0,17,16,1,1.0,5.08,45,0,0.0002,Low,Casual Browsers
U01369,17,3,113.84,20,15,2,0.0,5.24,17,0,0.0002,Low,At-Risk Spenders
U01370,16,1,19.54,14,6,7,0.8571428571428572,7.73,179,0,0.0006,Low,Casual Browsers
U01371,6,2,58.08,17,14,1,0.0,8.83,17,0,0.0002,Low,At-Risk Spenders
U01372,4,11,719.69,66,30,25,0.56,7.75,26,0,0.0002,Low,At-Risk Spenders
U01373,22,8,483.18,49,22,19,0.5789473684210527,9.63,26,0,0.0002,Low,At-Risk Spenders
U01374,0,0,0.0,16,15,1,1.0,7.92,30,0,0.0002,Low,Casual Browsers
U01375,19,11,979.12,52,24,17,0.3529411764705882,9.15,20,0,0.0002,Low,At-Risk Spenders
U01376,0,11,761.71,51,27,13,0.1538461538461538,9.12,0,0,0.0002,Low,At-Risk Spenders
U01377,7,0,0.0,22,16,6,1.0,8.79,37,0,0.0003,Low,Casual Browsers
U01378,19,2,151.22,17,14,1,0.0,12.18,71,0,0.0006,Low,At-Risk Spenders
U01379,5,9,755.72,30,11,10,0.0999999999999999,9.38,5,0,0.0002,Low,At-Risk Spenders
U01380,3,12,826.43,35,14,9,0.0,9.8,3,0,0.0002,Low,At-Risk Spenders
U01381,23,2,180.03,25,19,4,0.5,8.39,119,0,0.001,Low,At-Risk Spenders
U01382,25,0,0.0,24,21,3,1.0,7.59,55,0,0.0003,Low,Casual Browsers
U01383,19,2,44.1,27,23,2,0.0,6.67,103,0,0.0008,Low,At-Risk Spenders
U01384,28,45,6333.82,138,24,69,0.3478260869565217,8.81,35,0,0.0006,Low,High-Value Loyalists
U01385,14,1,4.48,7,6,0,1.0,4.11,152,0,0.0008,Low,Casual Browsers
U01386,8,15,948.28,71,37,19,0.2105263157894736,9.58,8,0,0.0002,Low,At-Risk Spenders
U01387,25,0,0.0,12,12,0,1.0,5.7,55,0,0.0003,Low,Casual Browsers
U01388,72,5,454.06,62,37,20,0.75,6.99,72,1,0.9996,High,Churned
