user_id,merchant_id,recency_days,frequency,monetary_value,session_failures,payment_friction_index,active_support_tickets,is_deleted,churned
9851-KIELU,1,70,40,110.1,3,0.5555895390980921,1,False,1
3523-BRGUW,1,22,52,19.3,0,0.1132077387400923,0,False,0
3908-BLSYF,1,43,12,83.9,10,0.6521499505638286,0,True,1
3199-NPKCN,1,25,134,111.25,0,0.5101516971487436,1,False,0
5170-PTRKA,1,20,147,35.8,1,0.35158593832194585,1,False,0
4661-NJEUX,1,22,3,20.05,1,0.17934064864432903,0,False,0
2123-AGEEN,1,4,28,84.35,4,0.45857724722798776,0,False,0
1258-YMZNM,1,11,81,110.5,4,0.3462026031925688,0,False,0
0048-LUMLS,1,17,74,91.2,5,0.23984375515929615,0,False,0
7549-MYGPK,1,32,189,100.55,7,0.7334341194668164,0,False,1
5898-IGSLP,1,14,62,89.3,0,0.6081519464610824,1,False,0
3804-RVTGV,1,52,150,103.85,11,0.11381211884669255,0,False,1
6259-WJQLC,1,11,96,81.1,3,0.2110531267492374,0,False,0
9227-LUNBG,1,40,3,24.6,9,0.6741596716058067,0,False,1
7997-EASSD,1,22,126,81.2,2,0.10350598106098557,1,False,0
0730-KOAVE,1,9,90,94.3,4,0.27228700966114566,0,False,0
8975-SKGRX,1,23,142,116.1,2,0.3679126463677519,1,False,0
0678-RLHVP,1,13,106,105.55,5,0.5948873205455176,0,False,0
4315-MURBD,1,37,48,98.9,5,0.37803074834451966,1,False,1
2267-FPIMA,1,18,150,94.4,5,0.1292825556470758,0,False,0
1051-GEJLJ,1,28,8,19.5,2,0.3476309050668465,0,False,0
9734-YWGEX,1,53,36,98.3,9,0.35209730749064716,0,True,1
2719-BDAQO,1,57,34,93.85,8,0.5380823263528127,0,False,1
5285-MVEHD,1,25,168,105.6,3,0.3873530223725402,0,False,0
0379-DJQHR,1,26,134,81.35,4,0.22497961771353334,0,False,0
0781-LKXBR,1,87,18,100.5,10,0.4697862123941109,0,False,1
5543-QDCRY,1,22,12,56.4,4,0.674003718827233,0,False,0
0297-RBCSG,1,29,38,65.35,0,0.39898441121357997,1,False,0
4694-PHWFW,1,19,24,19.95,1,0.36978746468778834,0,False,0
0835-JKADZ,1,1,213,111.25,1,0.5628226430943593,1,False,0
1907-UBQFC,1,87,20,72.85,9,0.6518895890097414,0,True,1
7508-SMHXL,1,14,30,89.0,4,0.134610297903045,0,False,0
3865-YIOTT,1,14,288,106.1,4,0.23855344130112685,0,False,0
5993-BQHEA,1,3,24,20.05,2,0.2569210203073545,0,False,0
6024-RUGGH,1,28,216,25.2,2,0.19458348949933857,0,False,0
6513-EECDB,1,66,4,73.55,10,0.7431011674106985,0,False,1
3956-CJUST,1,3,69,75.4,4,0.37598153745435214,0,False,0
4079-WWQQQ,1,16,288,65.55,1,0.25004129115391927,2,False,0
6103-BOCOU,1,14,52,80.7,5,0.7060068822035641,0,False,0
5149-TGWDZ,1,20,42,104.55,2,0.1952171287490302,2,False,0
7471-WNSUF,1,29,120,24.15,1,0.3914212667117446,0,False,0
8942-DBMHZ,1,13,36,20.45,2,0.12803897003355566,0,False,0
4301-VVZKA,1,15,64,75.4,5,0.7297675839566145,0,False,0
9199-PWQVC,1,14,189,79.7,4,0.3369663385500408,0,False,0
4824-GUCBY,1,24,88,81.7,3,0.7479529317175979,0,False,0
5393-HJZSM,1,25,64,76.3,1,0.15948433323611258,1,False,0
7074-IEVOJ,1,57,9,79.4,9,0.6320504783824034,0,False,1
9625-QSTYE,1,77,26,81.15,8,0.6827749085530987,0,True,1
0862-PRCBS,1,10,204,103.75,1,0.19476481293172498,2,False,0
8812-ZRHFP,1,27,60,86.45,4,0.5995213789620019,0,False,0
5146-CBVOE,1,15,48,75.1,5,0.21363420139381079,0,False,0
0454-OKRCT,1,21,99,80.6,0,0.20525989677556672,2,False,0
5787-KXGIY,1,22,288,19.3,0,0.1324204514471229,0,False,0
4750-ZRXIU,1,47,8,84.6,8,0.564096177506114,0,True,1
4198-VFOEA,1,26,48,33.6,2,0.3505821370036546,2,False,0
6630-UJZMY,1,6,16,83.25,3,0.7371770316538717,0,False,0
6400-BWQKW,1,76,12,79.05,11,0.6131246035848411,0,True,1
2692-AQCPF,1,25,195,108.05,0,0.2116663067585442,2,False,0
0347-UBKUZ,1,10,60,19.9,1,0.14102261364213114,0,False,0
0835-DUUIQ,1,7,48,21.05,0,0.23487159930736198,0,False,0
0811-GSDTP,1,22,39,30.15,4,0.6030586368645008,0,False,0
7567-ECMCM,1,17,96,79.85,6,0.3513049140331632,0,False,0
6115-ZTBFQ,1,18,288,65.5,0,0.396036561422347,1,False,0
6353-BRMMA,1,17,216,104.1,3,0.3667288406427418,0,False,0
6680-WKXRZ,1,74,9,74.4,9,0.2584822797776891,0,False,1
6231-WFGFH,1,10,16,20.5,0,0.2884395235546134,0,False,0
9904-EHEVJ,1,10,96,91.35,3,0.3844367628217715,0,False,0
7028-DVOIQ,1,85,140,99.05,9,0.7387291621554497,0,True,1
6169-PPETC,1,7,70,20.5,2,0.2915767369874652,0,False,0
4208-UFFGW,1,83,8,44.95,8,0.2887688511226985,0,True,1
8584-KMVXD,1,29,16,75.6,5,0.6656730045999384,0,False,0
8467-WYNSR,1,18,44,55.1,0,0.2920855298734957,1,False,0
0851-DFJKB,1,6,30,58.95,1,0.7879882933777241,2,False,0
5382-SOYZL,1,27,66,95.1,4,0.6397177042118267,0,False,0
9448-REEVD,1,78,2,44.7,10,0.34272976890038465,0,False,1
3261-CQXOL,1,1,284,25.45,0,0.22091649077890124,0,False,0
8388-FYNPZ,1,1,12,56.75,5,0.6285703446941528,0,False,0
4002-BQWPQ,1,12,50,81.75,0,0.1300611277461887,1,False,0
5651-YLPRD,1,21,96,86.1,2,0.6864222121394689,0,False,0
2826-DXLQO,1,28,21,29.8,3,0.18701329237275754,0,False,0
4378-BZYFP,1,2,51,20.5,1,0.22103809422618512,0,False,0
9489-UTFKA,1,4,32,60.9,3,0.3410831237972526,0,False,0
4849-PYRLQ,1,17,112,73.25,2,0.29109611142730174,2,False,0
9117-SHLZX,1,42,3,45.7,11,0.19258839695535046,0,True,1
9889-TMAHG,1,62,24,100.3,5,0.1676197333373921,1,True,1
4541-RMRLG,1,63,21,19.25,8,0.7070990307624447,0,False,1
7764-BDPEE,1,26,6,20.85,2,0.12633290830947605,0,False,0
3429-IFLEM,1,4,213,77.35,1,0.10130053258280239,2,False,0
3158-MOERK,1,30,6,96.0,7,0.6648246191935856,0,True,1
7294-TMAOP,1,50,4,90.55,13,0.6935367664017607,0,True,1
5002-GCQFH,1,18,98,93.85,5,0.3212841888855352,0,False,0
0556-FJEGU,1,9,232,70.1,0,0.3194901494827141,2,False,0
8919-FYFQZ,1,35,88,30.35,6,0.6963896822923679,0,True,1
0604-THJFP,1,3,118,75.95,0,0.37663257712253706,1,False,0
2834-JRTUA,1,46,142,108.05,5,0.6529185547240043,1,False,1
5875-YPQFJ,1,34,4,69.9,7,0.5284615728713693,0,True,1
5879-SESNB,1,24,44,75.25,3,0.5698834843001743,0,False,0
6646-QVXLR,1,34,248,103.75,9,0.6996428867918125,0,False,1
6461-PPAXN,1,4,140,54.95,0,0.26180958065342264,1,False,0
3318-ISQFQ,1,18,60,19.5,1,0.14766925373038742,0,False,0
1106-HRLKZ,1,20,120,19.6,1,0.27678190918721374,0,False,0
2483-XSSMZ,1,27,117,47.85,2,0.7071210363854254,0,False,0
8603-IJWDN,1,66,2,86.6,8,0.5347005690534473,0,True,1
8165-ZJRNM,1,27,216,23.75,0,0.3006798473306211,0,False,0
9369-XFEHK,1,66,66,80.6,11,0.2847802858829015,0,True,1
2604-XVDAM,1,25,48,43.8,2,0.21311294105635484,0,False,0
3717-OFRTN,1,18,2,19.75,1,0.2695813621441699,0,False,0
9046-JBFWA,1,28,54,19.15,2,0.1630636101696583,0,False,0
3280-NMUVX,1,28,102,19.6,1,0.26383217760855626,0,False,0
1206-EHBDD,1,29,224,80.3,4,0.3396488771471138,0,False,0
8361-LBRDI,1,16,232,24.35,2,0.3276843308773799,0,False,0
4883-KCPZJ,1,3,66,25.25,1,0.2073863649421215,0,False,0
9108-EQPNQ,1,15,40,26.1,2,0.13362556477195264,0,False,0
7277-KAMWT,1,27,52,20.0,1,0.3399827695119598,0,False,0
3842-IYKUE,1,80,140,85.3,5,0.17951172684835687,2,False,1
6641-XRPSU,1,74,102,70.0,9,0.11591313016362031,0,True,1
1374-DMZUI,1,42,16,94.3,10,0.6274508118294317,0,True,1
2545-LXYVJ,1,17,144,20.7,2,0.3218411588639643,0,False,0
3234-VKACU,1,7,4,70.3,1,0.8419079063705919,2,False,0
8357-EQXFO,1,78,28,95.35,7,0.8191679309932254,0,False,1
1989-PRJHP,1,69,81,75.5,7,0.6073358496703549,0,True,1
8120-JDCAM,1,26,12,69.55,6,0.18813845513815985,0,False,0
8917-FAEMR,1,16,111,19.85,2,0.2828471495438492,0,False,0
7047-YXDMZ,1,7,84,20.0,1,0.3434031091348075,0,False,0
2858-EIMXH,1,9,212,95.85,4,0.17022250637274772,0,False,0
9524-EGPJC,1,37,36,90.1,7,0.5874704163241371,2,True,1
6993-OHLXR,1,68,6,68.95,11,0.6158402960781493,0,True,1
8818-XYFCQ,1,55,64,99.55,8,0.33188101992949637,0,False,1
6419-ZTTLE,1,2,46,20.75,1,0.6498805351431379,0,False,0
0929-HYQEW,1,12,9,50.15,4,0.3906275664087784,0,False,0
6614-YOLAC,1,12,284,58.65,0,0.25313914379063873,2,False,0
7426-RHZGU,1,4,36,95.9,0,0.18462005098159423,2,False,0
4065-JJAVA,1,18,2,49.5,4,0.5951634345102059,0,False,0
4695-VADHF,1,88,36,57.45,8,0.5613262533975852,0,False,1
3863-IUBJR,1,79,24,53.65,9,0.3077292672268871,0,True,1
7649-SIJJF,1,7,142,80.1,0,0.33278449080267936,2,False,0
9361-YNQWJ,1,29,192,24.4,1,0.10972833187710689,0,False,0
3748-FVMZZ,1,1,8,40.05,0,0.6871878738681139,2,False,0
9391-TTOYH,1,26,46,19.5,2,0.33450180033112664,0,False,0
1452-XRSJV,1,26,156,51.05,4,0.2128720145173007,0,False,0
3422-WJOYD,1,23,112,54.35,2,0.22982247485640692,1,False,0
8242-SOQUO,1,26,20,84.7,5,0.6033021621165173,0,False,0
7460-ITWWP,1,13,135,86.1,4,0.570479706776401,0,False,0
7147-AYBAA,1,6,111,70.35,5,0.24734251709557625,0,False,0
7868-TMWMZ,1,6,240,110.0,1,0.1498301980399674,2,False,0
4822-RVYBB,1,77,32,100.6,6,0.6751264220392442,0,True,1
6732-FZUGP,1,8,94,94.9,6,0.3825475372816617,0,False,0
8436-BJUMM,1,52,52,83.75,8,0.477242772136912,0,False,1
4184-TJFAN,1,44,9,88.3,7,0.14942302475590863,1,False,1
8329-GWVPJ,1,19,150,69.75,4,0.33331071719392635,0,False,0
1352-VHKAJ,1,5,54,71.6,0,0.13961712697411352,1,False,0
4145-UQXUQ,1,43,32,92.1,13,0.5851256242269702,0,False,1
2632-TACXW,1,5,124,23.65,0,0.23645167721330676,0,False,0
8146-QQKZH,1,25,213,81.85,2,0.3829486772923314,1,False,0
1767-CJKBA,1,10,198,25.1,1,0.15505035619107085,0,False,0
6445-TNRXS,1,1,136,114.7,0,0.376925378201295,2,False,0
4581-LNWUM,1,10,26,49.15,4,0.6884224243631952,0,False,0
4869-EPIUS,1,5,112,80.9,3,0.6906564494667158,0,False,0
9948-YPTDG,1,63,114,79.45,5,0.6395503061378042,0,False,1
1236-WFCDV,1,67,56,90.45,8,0.10937398569080124,0,True,1
1915-OAKWD,1,27,32,19.3,2,0.1296700783208558,0,False,0
7296-PIXQY,1,7,42,70.2,5,0.653706621314246,0,False,0
4883-QICIH,1,47,96,69.75,8,0.12219025994460331,0,False,1
3354-OADJP,1,22,24,54.25,2,0.39627691284862665,2,False,0
3524-WQDSG,1,21,86,99.3,4,0.2741236624435533,0,False,0
0810-DHDBD,1,12,104,74.0,1,0.24620310134289525,2,False,0
4026-SKKHW,1,23,12,50.25,2,0.3356535354697132,2,False,0
2829-HYVZP,1,29,87,19.8,1,0.39308776204359697,0,False,0
8329-IBCTI,1,81,2,19.65,7,0.3865390000254324,0,False,1
1271-SJBGZ,1,86,36,43.65,9,0.7464561174135531,1,False,1
3845-JHAMY,1,21,48,35.5,5,0.21315227108826296,0,False,0
7013-PSXHK,1,15,160,80.75,1,0.11978784747337201,1,False,0
5669-SRAIP,1,53,10,39.5,12,0.5506351464333281,0,True,1
5981-ITEMU,1,44,80,97.1,11,0.10034570223837624,0,True,1
3486-NPGST,1,7,108,19.55,1,0.10057085296745677,0,False,0
6941-PMGEP,1,59,15,80.0,12,0.8272203719829048,0,False,1
1624-WOIWJ,1,84,40,84.7,11,0.37810509076224974,0,False,1
2074-GKOWZ,1,71,8,89.55,10,0.3002661399114407,0,True,1
0376-YMCJC,1,80,92,90.6,7,0.6262072805943628,1,True,1
6100-FJZDG,1,3,104,20.05,2,0.25396253699501137,0,False,0
4829-ZLJTK,1,7,288,112.4,3,0.5988119120864015,0,False,0
1730-VFMWO,1,11,136,50.2,2,0.3743155147326428,2,False,0
7143-BQIBA,1,18,30,62.25,1,0.18330744020780504,1,False,0
3800-LYTRK,1,12,56,55.7,0,0.3219013782848904,1,False,0
0634-SZPQA,1,85,69,90.05,11,0.1736307054171639,0,False,1
9646-NMHXE,1,5,141,19.65,1,0.3610445254147534,0,False,0
7030-NJVDP,1,26,48,89.25,2,0.7814011461061583,2,False,0
5536-RTPWK,1,46,147,99.05,9,0.29280850616701964,0,True,1
8883-GRDWQ,1,12,60,54.0,0,0.12921017102257598,2,False,0
6166-ILMNY,1,49,8,69.75,8,0.2258406709507605,0,False,1
3097-NNSPB,1,53,6,49.05,11,0.2574725522648798,0,False,1
7771-ZONAT,1,11,88,56.75,0,0.18821088652333304,2,False,0
0655-RBDUG,1,63,28,98.05,9,0.3642923835500398,0,True,1
2111-DWYHN,1,27,4,21.1,0,0.3513009824533666,0,False,0
4194-WHFCB,1,18,118,96.65,1,0.24808627370275904,1,False,0
4121-AGSIN,1,4,232,24.5,2,0.2020093607932345,0,False,0
4361-BKAXE,1,42,123,114.5,6,0.34046268160169335,2,False,1
9845-PEEKO,1,2,236,79.2,6,0.15906743426237163,0,False,0
0455-XFASS,1,29,12,69.55,5,0.5979962636950783,0,False,0
0301-KOBTQ,1,24,128,20.05,0,0.11371314582158432,0,False,0
1751-NCDLI,1,22,92,98.85,3,0.5691242433060493,0,False,0
9878-TNQGW,1,80,6,80.95,7,0.6876455732650804,0,False,1
9170-ARBTB,1,12,104,19.6,2,0.1765940908298081,0,False,0
4441-NIHPT,1,86,39,74.3,9,0.6183489175870298,0,True,1
8999-BOHSE,1,52,22,89.7,11,0.2961674722121517,0,True,1
7241-AJHFS,1,25,96,87.65,0,0.2626060021432075,2,False,0
7029-RPUAV,1,45,34,100.45,8,0.2058529844283889,0,False,1
4546-FOKWR,1,25,64,74.75,3,0.3551368734957191,0,False,0
9036-CSKBW,1,21,102,107.45,4,0.3129108259900161,0,False,0
5832-TRLPB,1,23,58,75.35,1,0.1814578372094976,2,False,0
8590-YFFQO,1,27,280,64.95,0,0.250506598694053,1,False,0
8659-IOOPU,1,16,284,100.45,1,0.5571313564618895,2,False,0
1338-CECEE,1,14,123,68.5,4,0.19863288733057216,0,False,0
7439-DKZTW,1,7,3,80.55,4,0.762502334915438,0,False,0
4646-QZXTF,1,28,21,81.25,2,0.1671532660801588,1,False,0
4607-CHPCA,1,85,50,90.4,9,0.8078840281381026,0,False,1
9742-XOKTS,1,19,201,89.55,1,0.6019127259968202,2,False,0
6921-OZMFH,1,23,10,55.7,1,0.38144036170174345,1,False,0
9578-FOMUK,1,17,30,24.8,1,0.596202339838163,0,False,0
4712-UYOOI,1,9,60,20.0,2,0.5346174001642512,0,False,0
8824-RWFXJ,1,56,9,56.15,11,0.27815793191985616,0,False,1
7722-CVFXN,1,13,108,105.2,2,0.7227084277063925,2,False,0
8717-VCTXJ,1,22,168,19.55,2,0.27372291693915396,0,False,0
7363-QTBIW,1,5,36,79.75,4,0.7043539844321369,0,False,0
4159-NAAIX,1,23,126,97.45,4,0.19365606811606262,0,False,0
0971-QIFJK,1,5,207,24.25,1,0.23032306700156255,0,False,0
9397-TZSHA,1,10,138,24.6,1,0.2780300329422931,0,False,0
3391-JSQEW,1,21,80,50.15,6,0.30138103710013475,0,False,0
0343-QLUZP,1,27,180,39.6,2,0.17593870405707845,0,False,0
9763-PDTKK,1,47,16,94.4,3,0.3104425185108823,1,True,1
2176-LVPNX,1,27,142,89.85,1,0.376982875033791,2,False,0
7627-JKIAZ,1,71,148,78.95,6,0.32737831100313664,0,False,1
3312-UUMZW,1,26,128,98.85,3,0.12526984084681653,0,False,0
1271-UODNO,1,15,117,53.85,2,0.24073786602700634,1,False,0
8461-EFQYM,1,7,76,24.25,2,0.6491861941649164,0,False,0
6900-RBKER,1,29,104,89.45,3,0.20095099360547908,0,False,0
6891-JPYFF,1,27,192,105.25,4,0.247396041970901,0,False,0
1459-QNFQT,1,15,280,59.5,2,0.23189013201996364,2,False,0
1047-NNCBF,1,3,60,70.55,3,0.10185114315020813,0,False,0
3696-XRIEN,1,19,200,82.5,0,0.170966583427621,1,False,0
4081-DYXAV,1,75,57,44.85,8,0.1641346435847042,0,False,1
0074-HDKDG,1,28,50,61.6,3,0.2047778623728399,0,False,0
8791-GFXLZ,1,29,36,49.05,4,0.15233702251729153,0,False,0
8111-SLLHI,1,43,156,105.65,10,0.4582471979629221,0,False,1
0927-LCSMG,1,55,14,74.65,7,0.15898385651050384,0,False,1
9330-DHBFL,1,6,69,66.25,0,0.35625603592583954,2,False,0
0098-BOWSO,1,12,54,19.4,2,0.806372188043392,0,False,0
3452-ABWRL,1,15,141,86.05,4,0.23262885922772347,0,False,0
5859-HZYLF,1,6,104,19.15,1,0.3633445101936291,0,False,0
8257-RZAHR,1,86,56,64.7,10,0.1697996854362352,0,False,1
5293-WXJAK,1,76,22,104.05,4,0.27526274235976955,2,True,1
3156-QLHBO,1,19,4,19.25,2,0.14287746266392332,0,False,0
2208-NQBCT,1,3,52,81.95,4,0.7054550322677818,0,False,0
1779-PWPMG,1,8,216,114.65,2,0.13917446724755578,2,False,0
6621-NRZAK,1,8,252,20.0,1,0.10955804769353296,0,False,0
0831-JNISG,1,23,142,19.8,2,0.1820332690204586,0,False,0
0774-IFUVM,1,26,22,65.15,5,0.37028052680410706,0,False,0
3082-WQRVY,1,20,28,19.65,1,0.13883712457793299,0,False,0
9553-DLCLU,1,15,39,88.95,2,0.1992010806086619,1,False,0
1641-BYBTK,1,4,12,20.2,1,0.19492449790365782,0,False,0
2460-NGXBJ,1,19,22,75.2,4,0.34049388222906735,0,False,0
2446-ZKVAF,1,21,54,56.8,5,0.2264576199340074,0,False,0
0841-NULXI,1,37,3,35.55,9,0.6491111632099914,0,False,1
3522-CDKHF,1,13,64,75.5,4,0.22131490174986265,0,False,0
1430-SFQSA,1,8,58,35.6,1,0.26543710454106073,1,False,0
0411-EZJZE,1,23,9,60.25,4,0.5348735912066378,0,False,0
7851-WZEKY,1,44,8,95.15,10,0.6059715954048168,0,True,1
8844-TONUD,1,76,39,96.65,7,0.3565317513219861,0,False,1
8807-ARQET,1,3,164,40.35,3,0.6760123443384318,0,False,0
8992-CEUEN,1,16,2,18.85,2,0.7068251023373588,0,False,0
4320-QMLLA,1,9,14,54.85,4,0.336375861212843,0,False,0
8777-PVYGU,1,28,208,64.3,5,0.23545291446753225,0,False,0
8292-ITGYJ,1,14,135,24.65,0,0.30288413730986286,0,False,0
6870-ZWMNX,1,13,140,76.1,2,0.3327741027064868,1,False,0
0621-CXBKL,1,21,212,18.7,2,0.18090509797640236,0,False,0
5268-DSMNQ,1,25,186,97.95,4,0.11800536718467529,0,False,0
5334-JLAXU,1,7,240,94.1,2,0.22175418039956452,0,False,0
4086-YQSNZ,1,74,9,80.4,6,0.6356467038382497,0,False,1
6242-MBHPK,1,7,69,95.1,3,0.5667073649844708,0,False,0
5868-CZJDR,1,43,3,31.35,10,0.38405364864224,0,True,1
9359-UGBTK,1,2,201,72.35,0,0.35412477796675557,2,False,0
0135-NMXAP,1,85,48,89.75,12,0.2777391503702981,0,False,1
4782-OSFXZ,1,22,284,82.7,0,0.2203770119597117,1,False,0
6479-OAUSD,1,24,100,19.9,1,0.17929910806235547,0,False,0
7129-ACFOG,1,17,20,53.8,4,0.672839169707858,0,False,0
4189-NAKJS,1,5,104,51.55,5,0.2599480749018678,0,False,0
5562-BETPV,1,12,3,19.65,0,0.33423424251445993,0,False,0
1282-IHQAC,1,1,140,44.05,6,0.3784060566292172,0,False,0
9127-FHJBZ,1,10,144,114.0,0,0.6551401433141648,1,False,0
6270-OMFIW,1,76,240,94.4,7,0.64373332194563,0,True,1
1641-RQDAY,1,16,128,100.4,5,0.635096622016853,0,False,0
0107-WESLM,1,74,2,19.85,4,0.60755751530882,0,False,1
6994-ORCWG,1,8,42,54.25,6,0.11196108684530874,0,False,0
1346-UFHAX,1,24,52,80.0,4,0.35850895965985685,0,False,0
3992-YWPKO,1,67,18,109.9,6,0.3986777016002486,2,False,1
2933-XEUJM,1,25,92,79.2,6,0.3769626078134568,0,False,0
0125-LZQXK,1,80,30,101.35,9,0.6717132384633654,2,False,1
5461-QKNTN,1,12,172,94.3,0,0.8037301053415519,2,False,0
4835-YSJMR,1,25,117,49.8,0,0.37234252959246594,2,False,0
8399-YNDCH,1,84,84,60.05,10,0.30651028622299525,0,False,1
3164-YAXFY,1,28,114,53.75,3,0.46022490269110833,0,False,0
0887-WBJVH,1,26,159,93.45,1,0.5447375245810483,2,False,0
4660-IRIBM,1,14,72,87.9,3,0.11463392396900582,0,False,0
5673-FSSMF,1,68,4,60.15,9,0.5738561346345605,0,True,1
7670-ZBPOQ,1,14,232,61.05,2,0.34264722312700113,1,False,0
8089-UZWLX,1,9,142,104.05,4,0.24708878343967317,0,False,0
0080-OROZO,1,4,140,99.25,0,0.5218229233411167,1,False,0
3916-NRPAP,1,25,9,85.7,3,0.13277075925962495,0,False,0
6807-SIWJI,1,23,152,104.85,2,0.4783064737808258,0,False,0
8221-HVAYI,1,11,70,69.15,0,0.2197537430270822,2,False,0
1579-KLYDT,1,54,28,90.45,8,0.6263272464760068,0,True,1
5232-NXPAY,1,15,94,74.45,1,0.13106445182139484,2,False,0
8967-SZQAS,1,5,28,50.45,5,0.6047070966919518,0,False,0
4468-KAZHE,1,11,60,60.0,4,0.7461937277509818,0,False,0
0455-ENTCR,1,25,198,85.25,2,0.5374584981037964,1,False,0
8944-AILEF,1,18,60,19.45,2,0.3053907058781311,0,False,0
5542-NKVRU,1,13,84,20.75,2,0.22560760020484327,0,False,0
7126-RBHSD,1,11,34,78.9,3,0.5782336615706747,0,False,0
5370-IIVVL,1,14,111,104.5,2,0.2911102373688146,1,False,0
6789-HJBWG,1,28,36,49.4,3,0.6348160360220221,0,False,0
3927-NLNRY,1,47,212,94.25,7,0.11569644312287987,0,True,1
9087-EYCPR,1,27,120,25.0,0,0.3843944739001577,0,False,0
6791-YBNAK,1,28,54,25.55,5,0.2713590871317009,0,False,0
6358-LYNGM,1,76,4,74.9,7,0.7312673757742173,0,True,1
6077-BDPXA,1,28,6,70.15,4,0.8356450476899999,0,False,0
0013-MHZWF,1,19,18,69.4,2,0.38102212879411745,1,False,0
5494-HECPR,1,76,3,80.25,6,0.4663454109905604,0,True,1
8268-YDIXR,1,27,224,93.15,6,0.7297024786609546,0,False,0
9824-BEMCV,1,69,51,69.0,8,0.7554095790773081,0,True,1
1373-ORVIZ,1,78,44,66.35,9,0.5062083998842859,2,True,1
4291-SHSBH,1,8,14,69.55,6,0.7986731238722902,0,False,0
6980-IMXXE,1,20,276,20.2,0,0.11889036453987312,0,False,0
9866-QEVEE,1,71,76,86.0,10,0.27840197391697025,0,False,1
9897-KXHCM,1,70,12,80.3,7,0.6635383128721184,0,True,1
0040-HALCW,1,4,216,20.4,1,0.21011760650529096,0,False,0
0784-GTUUK,1,14,248,23.75,1,0.36423624899729745,0,False,0
7979-CORPM,1,81,72,90.55,7,0.3401535120902417,0,True,1
2294-DMMUS,1,2,248,70.45,4,0.377787914086419,0,False,0
0872-JCPIB,1,16,68,65.75,5,0.19446685798929456,0,False,0
3055-MJDSB,1,3,18,24.6,2,0.10645834001854326,0,False,0
9091-WTUUY,1,26,256,69.25,1,0.34343838009926564,1,False,0
1618-CFHME,1,88,4,75.9,8,0.4914811743254116,0,False,1
3165-HDOEW,1,74,3,45.85,7,0.2401468121701167,0,True,1
6581-NQCBA,1,35,48,49.95,3,0.6895453289917978,1,False,1
7115-IRDHS,1,24,288,24.65,2,0.16484055360258726,0,False,0
8496-DMZUK,1,16,90,90.4,6,0.19357262883589715,0,False,0
2040-VZIKE,1,7,196,100.85,3,0.23172399590133677,0,False,0
9068-VPWQQ,1,13,183,75.35,2,0.18154745504963232,2,False,0
0178-SZBHO,1,13,188,87.2,2,0.6974925524169813,0,False,0
0384-RVBPI,1,5,80,64.4,3,0.10287899334835801,0,False,0
1689-MRZQR,1,35,68,78.3,9,0.5577401037539544,0,False,1
1299-AURJA,1,20,140,24.7,2,0.3497660078988927,0,False,0
4525-VZCZG,1,22,108,105.85,1,0.6255777714148705,1,False,0
1543-LLLFT,1,18,122,98.3,2,0.29092173032258195,2,False,0
5835-BEQEU,1,33,12,76.95,7,0.5261335667376247,0,True,1
2788-CJQAQ,1,18,39,19.45,1,0.2949635993345998,0,False,0
5565-FILXA,1,40,64,96.15,10,0.7164626854222591,0,False,1
0319-QZTCO,1,10,6,58.7,4,0.2785862918190415,0,False,0
2120-SMPEX,1,23,50,20.15,0,0.28850756879257267,0,False,0
0096-FCPUF,1,13,90,64.5,5,0.13345594733859925,0,False,0
0668-OGMHD,1,18,42,28.5,4,0.5770995044217032,0,False,0
5552-ZNFSJ,1,38,4,45.3,9,0.7171884616868345,0,True,1
2223-KAGMX,1,84,60,19.4,8,0.35028159209749976,0,True,1
6507-ZJSUR,1,15,92,90.45,2,0.7003989093837795,0,False,0
9408-HRXRK,1,13,180,105.15,2,0.7863423752990885,0,False,0
5593-SUAOO,1,18,96,83.15,4,0.14288110546171542,0,False,0
7321-PKUYW,1,69,33,90.15,5,0.7864316340506616,2,True,1
2833-SLKDQ,1,66,4,45.05,11,0.17466507295065864,0,False,1
6766-HFKLA,1,23,112,103.2,1,0.293668421531571,1,False,0
7595-EUIVN,1,53,2,75.8,8,0.5998987293057138,0,True,1
7617-EYGLW,1,19,2,19.45,2,0.6890154313672916,0,False,0
2026-TGDHM,1,35,14,79.3,8,0.7543390452022056,0,True,1
9220-ZNKJI,1,7,165,88.8,1,0.16028846946876724,2,False,0
4030-VPZBD,1,49,4,30.9,6,0.726926505529643,1,False,1
2226-ICFDO,1,26,216,85.9,2,0.3277436921612414,1,False,0
0723-VSOBE,1,14,90,34.2,2,0.6123972927408579,0,False,0
5529-GIBVH,1,14,141,20.15,1,0.12799909231419315,0,False,0
4187-CINZD,1,44,138,95.25,9,0.20553392982870997,0,True,1
9992-UJOEL,1,13,6,50.3,5,0.14072630235856962,0,False,0
4741-WWJQZ,1,12,4,80.15,1,0.6643599184365832,1,False,0
6625-UTXEW,1,24,36,51.25,4,0.6765559093145791,0,False,0
6818-WOBHJ,1,59,272,89.6,10,0.23872730143027165,0,False,1
6244-BESBM,1,1,276,95.2,0,0.26285904320236225,2,False,0
1004-NOZNR,1,19,112,94.8,6,0.39461564378278047,0,False,0
1251-STYSZ,1,11,16,80.25,3,0.7353830651639892,0,False,0
2612-PHGOX,1,23,256,76.1,1,0.28884144849485527,2,False,0
2408-TZMJL,1,31,236,110.15,12,0.565409119779992,0,False,1
